CLI,Agence Client,Type Client,Gestionnaire Client,Avec / Sans Compte,Segment Client,Segment Actif/Équipé,Actif/Inactif,Equipé/NonEquipé,District,Date d'EER,Statut Dossier,CLT/NONCLT,DATE SORTIE
44196370,01515-HAMMEM SOUSSE,Particulier,151-DA Adjoint Sousse 2,Avec compte,JUNIOR,JUNIOR,NON AFFECTE,NON AFFECTE,District Grand Sahel,05/09/2023,DRC Archivé,CLT,
44196444,01515-HAMMEM SOUSSE,Particulier,151-DA Adjoint Sousse 2,Avec compte,ADULTES GRAND PUBLIC,G.PUBLIC ACTIF EQUIPE,ACTIF,EQUIPE,District Grand Sahel,16/05/2023,DRC Archivé,CLT,
44196519,01515-HAMMEM SOUSSE,Particulier,151-DA Adjoint Sousse 2,Avec compte,ADULTES GRAND PUBLIC,G.PUBLIC INACTIF NON EQUIPE,INACTIF,NON EQUIPE,District Grand Sahel,16/05/2023,DRC Archivé,CLT,
44196593,01515-HAMMEM SOUSSE,Particulier,151-DA Adjoint Sousse 2,Avec compte,ADULTES GRAND PUBLIC,G.PUBLIC INACTIF NON EQUIPE,INACTIF,NON EQUIPE,District Grand Sahel,16/02/2024,DRC Archivé,CLT,
44196667,01515-HAMMEM SOUSSE,Particulier,151-DA Adjoint Sousse 2,Avec compte,PREMIUMS ELITE,PR ELITE ACTIF EQUIPE,ACTIF,EQUIPE,District Grand Sahel,26/01/2024,DRC Archivé,CLT,
44196742,01515-HAMMEM SOUSSE,Particulier,151-DA Adjoint Sousse 2,Avec compte,ADULTES GRAND PUBLIC,G.PUBLIC ACTIF EQUIPE,ACTIF,EQUIPE,District Grand Sahel,26/01/2024,DRC Archivé,CLT,
44196816,01515-HAMMEM SOUSSE,Particulier,151-DA Adjoint Sousse 2,Avec compte,ADULTES GRAND PUBLIC,G.PUBLIC ACTIF EQUIPE,ACTIF,EQUIPE,District Grand Sahel,02/02/2024,DRC Archivé,CLT,
44196890,01515-HAMMEM SOUSSE,Particulier,151-DA Adjoint Sousse 2,Avec compte,ADULTES GRAND PUBLIC,G.PUBLIC ACTIF EQUIPE,ACTIF,EQUIPE,District Grand Sahel,02/02/2024,DRC Archivé,CLT,
44196965,01515-HAMMEM SOUSSE,Particulier,151-DA Adjoint Sousse 2,Avec compte,ADULTES GRAND PUBLIC,G.PUBLIC ACTIF EQUIPE,ACTIF,EQUIPE,District Grand Sahel,02/02/2024,DRC Archivé,CLT,
44197039,01515-HAMMEM SOUSSE,Particulier,151-DA Adjoint Sousse 2,Avec compte,JUNIOR,JUNIOR,NON AFFECTE,NON AFFECTE,District Grand Sahel,02/02/2024,DRC en cours de Validation,CLT,
44197113,01515-HAMMEM SOUSSE,Particulier,151-DA Adjoint Sousse 2,Avec compte,ADULTES GRAND PUBLIC,G.PUBLIC INACTIF NON EQUIPE,INACTIF,NON EQUIPE,District Grand Sahel,02/02/2024,DRC Archivé,CLT,
44197188,01515-HAMMEM SOUSSE,Particulier,151-DA Adjoint Sousse 2,Avec compte,NON AFFECTE,NON AFFECTE,NON AFFECTE,NON AFFECTE,District Grand Sahel,22/01/2024,DRC à numériser,NON CLT,
44197262,01515-HAMMEM SOUSSE,Particulier,151-DA Adjoint Sousse 2,Avec compte,NON AFFECTE,NON AFFECTE,NON AFFECTE,NON AFFECTE,District Grand Sahel,22/01/2024,DRC à numériser,NON CLT,
44197336,01515-HAMMEM SOUSSE,Particulier,151-DA Adjoint Sousse 2,Avec compte,ADULTES GRAND PUBLIC,G.PUBLIC INACTIF NON EQUIPE,INACTIF,NON EQUIPE,District Grand Sahel,22/01/2024,DRC Archivé,CLT,
44197411,01515-HAMMEM SOUSSE,Particulier,151-DA Adjoint Sousse 2,Avec compte,NON AFFECTE,NON AFFECTE,NON AFFECTE,NON AFFECTE,District Grand Sahel,24/01/2024,DRC à numériser,NON CLT,
44197485,01515-HAMMEM SOUSSE,Particulier,151-DA Adjoint Sousse 2,Avec compte,ADULTES GRAND PUBLIC,G.PUBLIC ACTIF EQUIPE,ACTIF,EQUIPE,District Grand Sahel,25/01/2024,DRC en cours de Validation,CLT,
44197559,01515-HAMMEM SOUSSE,Particulier,151-DA Adjoint Sousse 2,Avec compte,JEUNES ADULTES,JEUNES AD ACTIF EQUIPE,ACTIF,EQUIPE,District Grand Sahel,25/01/2024,DRC en cours de Validation,CLT,
44197634,01515-HAMMEM SOUSSE,Particulier,151-DA Adjoint Sousse 2,Avec compte,ADULTES GRAND PUBLIC,G.PUBLIC INACTIF NON EQUIPE,INACTIF,NON EQUIPE,District Grand Sahel,15/01/2024,DRC Archivé,CLT,
44197708,01515-HAMMEM SOUSSE,Particulier,151-DA Adjoint Sousse 2,Avec compte,ADULTES GRAND PUBLIC,G.PUBLIC ACTIF EQUIPE,ACTIF,EQUIPE,District Grand Sahel,17/01/2024,DRC Archivé,CLT,
44197782,01515-HAMMEM SOUSSE,Particulier,151-DA Adjoint Sousse 2,Avec compte,NON AFFECTE,NON AFFECTE,NON AFFECTE,NON AFFECTE,District Grand Sahel,18/01/2024,DRC à numériser,NON CLT,
44197931,01515-HAMMEM SOUSSE,Particulier,151-DA Adjoint Sousse 2,Avec compte,PREMIUMS FIRST,PR FIRST ACTIF NON EQUIPE,ACTIF,NON EQUIPE,District Grand Sahel,19/01/2024,DRC Archivé,CLT,
44198080,01515-HAMMEM SOUSSE,Particulier,151-DA Adjoint Sousse 2,Avec compte,ADULTES GRAND PUBLIC,G.PUBLIC ACTIF NON EQUIPE,ACTIF,NON EQUIPE,District Grand Sahel,19/01/2024,DRC Archivé,CLT,
44198154,01515-HAMMEM SOUSSE,Particulier,151-DA Adjoint Sousse 2,Avec compte,PREMIUMS ELITE,PR ELITE ACTIF NON EQUIPE,ACTIF,NON EQUIPE,District Grand Sahel,28/12/2023,DRC Archivé,CLT,
44198228,01515-HAMMEM SOUSSE,Particulier,151-DA Adjoint Sousse 2,Avec compte,NON AFFECTE,NON AFFECTE,NON AFFECTE,NON AFFECTE,District Grand Sahel,01/06/2023,DRC Archivé,NON CLT,22/02/2024
44198303,01515-HAMMEM SOUSSE,Particulier,151-DA Adjoint Sousse 2,Avec compte,ADULTES CLASSE MOYENNE,C.MOYENNE ACTIF EQUIPE,ACTIF,EQUIPE,District Grand Sahel,01/11/2023,DRC Archivé,CLT,
44198377,01515-HAMMEM SOUSSE,Particulier,151-DA Adjoint Sousse 2,Avec compte,ADULTES GRAND PUBLIC,G.PUBLIC INACTIF EQUIPE,INACTIF,EQUIPE,District Grand Sahel,01/11/2023,DRC Archivé,CLT,
44198451,01515-HAMMEM SOUSSE,Particulier,151-DA Adjoint Sousse 2,Avec compte,ADULTES GRAND PUBLIC,G.PUBLIC ACTIF EQUIPE,ACTIF,EQUIPE,District Grand Sahel,23/01/2024,DRC en cours de Validation,CLT,
44198526,01515-HAMMEM SOUSSE,Particulier,151-DA Adjoint Sousse 2,Avec compte,ADULTES GRAND PUBLIC,G.PUBLIC INACTIF EQUIPE,INACTIF,EQUIPE,District Grand Sahel,11/11/2024,DRC Archivé,CLT,
44198600,01515-HAMMEM SOUSSE,Particulier,151-DA Adjoint Sousse 2,Avec compte,ADULTES GRAND PUBLIC,G.PUBLIC INACTIF EQUIPE,INACTIF,EQUIPE,District Grand Sahel,11/12/2024,DRC en cours de Validation,CLT,
44198674,01515-HAMMEM SOUSSE,Particulier,151-DA Adjoint Sousse 2,Avec compte,ADULTES GRAND PUBLIC,G.PUBLIC INACTIF NON EQUIPE,INACTIF,NON EQUIPE,District Grand Sahel,11/12/2024,DRC Archivé,CLT,
44198749,01515-HAMMEM SOUSSE,Particulier,151-DA Adjoint Sousse 2,Avec compte,ADULTES GRAND PUBLIC,G.PUBLIC INACTIF NON EQUIPE,INACTIF,NON EQUIPE,District Grand Sahel,12/09/2024,DRC Archivé,CLT,
44198823,01515-HAMMEM SOUSSE,Particulier,151-DA Adjoint Sousse 2,Avec compte,ADULTES CLASSE MOYENNE,C.MOYENNE INACTIF,INACTIF,NON EQUIPE,District Grand Sahel,07/09/2024,DRC Archivé,CLT,
44198897,01515-HAMMEM SOUSSE,Particulier,151-DA Adjoint Sousse 2,Avec compte,JUNIOR,JUNIOR,NON AFFECTE,NON AFFECTE,District Grand Sahel,07/12/2024,DRC à numériser,CLT,
44198972,01515-HAMMEM SOUSSE,Particulier,151-DA Adjoint Sousse 2,Avec compte,ADULTES GRAND PUBLIC,G.PUBLIC INACTIF NON EQUIPE,INACTIF,NON EQUIPE,District Grand Sahel,11/06/2024,DRC Archivé,CLT,
44199046,01515-HAMMEM SOUSSE,Particulier,151-DA Adjoint Sousse 2,Avec compte,ADULTES CLASSE MOYENNE,C.MOYENNE ACTIF EQUIPE,ACTIF,EQUIPE,District Grand Sahel,26/04/2023,DRC Archivé,CLT,
44199120,01515-HAMMEM SOUSSE,Particulier,151-DA Adjoint Sousse 2,Avec compte,JUNIOR,JUNIOR,NON AFFECTE,NON AFFECTE,District Grand Sahel,27/04/2023,DRC Archivé,CLT,
44199195,01515-HAMMEM SOUSSE,Particulier,151-DA Adjoint Sousse 2,Avec compte,JUNIOR,JUNIOR,NON AFFECTE,NON AFFECTE,District Grand Sahel,27/04/2023,DRC Archivé,CLT,
44199269,01515-HAMMEM SOUSSE,Particulier,151-DA Adjoint Sousse 2,Avec compte,JUNIOR,JUNIOR,NON AFFECTE,NON AFFECTE,District Grand Sahel,27/04/2023,DRC Archivé,CLT,
44199343,01515-HAMMEM SOUSSE,Particulier,151-DA Adjoint Sousse 2,Avec compte,JUNIOR,JUNIOR,NON AFFECTE,NON AFFECTE,District Grand Sahel,27/04/2023,DRC en cours de Validation,CLT,
44199418,01515-HAMMEM SOUSSE,Particulier,151-DA Adjoint Sousse 2,Avec compte,PREMIUMS ELITE,PR ELITE ACTIF EQUIPE,ACTIF,EQUIPE,District Grand Sahel,27/04/2023,DRC en cours de Validation,CLT,
44199492,01515-HAMMEM SOUSSE,Particulier,151-DA Adjoint Sousse 2,Avec compte,ADULTES GRAND PUBLIC,G.PUBLIC INACTIF EQUIPE,INACTIF,EQUIPE,District Grand Sahel,05/04/2023,DRC Archivé,CLT,
44199566,01515-HAMMEM SOUSSE,Particulier,151-DA Adjoint Sousse 2,Avec compte,NON AFFECTE,NON AFFECTE,NON AFFECTE,NON AFFECTE,District Grand Sahel,04/11/2023,DRC Archivé,NON CLT,03/05/2024
44199641,01515-HAMMEM SOUSSE,Particulier,151-DA Adjoint Sousse 2,Avec compte,NON AFFECTE,NON AFFECTE,NON AFFECTE,NON AFFECTE,District Grand Sahel,04/12/2023,DRC à numériser,NON CLT,
44199715,01515-HAMMEM SOUSSE,Particulier,151-DA Adjoint Sousse 2,Avec compte,NON AFFECTE,NON AFFECTE,NON AFFECTE,NON AFFECTE,District Grand Sahel,13/04/2023,DRC à numériser,NON CLT,
44199789,01515-HAMMEM SOUSSE,Particulier,151-DA Adjoint Sousse 2,Avec compte,ADULTES HAUTE GAMME,H.GAMME ACTIF NON EQUIPE,ACTIF,NON EQUIPE,District Grand Sahel,14/04/2023,DRC à numériser,CLT,
44199938,01515-HAMMEM SOUSSE,Particulier,151-DA Adjoint Sousse 2,Avec compte,ADULTES GRAND PUBLIC,G.PUBLIC INACTIF NON EQUIPE,INACTIF,NON EQUIPE,District Grand Sahel,18/04/2023,DRC à numériser,CLT,
44200012,01515-HAMMEM SOUSSE,Particulier,151-DA Adjoint Sousse 2,Avec compte,NON AFFECTE,NON AFFECTE,NON AFFECTE,NON AFFECTE,District Grand Sahel,24/03/2023,DRC à numériser,NON CLT,03/04/2024
44200087,01515-HAMMEM SOUSSE,Particulier,151-DA Adjoint Sousse 2,Avec compte,PREMIUMS FIRST,PR FIRST ACTIF EQUIPE,ACTIF,EQUIPE,District Grand Sahel,30/03/2023,DRC Archivé,CLT,
44200161,01515-HAMMEM SOUSSE,Particulier,151-DA Adjoint Sousse 2,Avec compte,ADULTES CLASSE MOYENNE,C.MOYENNE ACTIF NON EQUIPE,ACTIF,NON EQUIPE,District Grand Sahel,14/03/2023,DRC Archivé,CLT,
44200235,01515-HAMMEM SOUSSE,Particulier,151-DA Adjoint Sousse 2,Avec compte,ADULTES GRAND PUBLIC,G.PUBLIC INACTIF EQUIPE,INACTIF,EQUIPE,District Grand Sahel,14/03/2023,DRC Archivé,CLT,
44200310,01515-HAMMEM SOUSSE,Particulier,151-DA Adjoint Sousse 2,Avec compte,PREMIUMS ELITE,PR ELITE ACTIF EQUIPE,ACTIF,EQUIPE,District Grand Sahel,03/06/2023,DRC Archivé,NON CLT,05/08/2024
44200384,01515-HAMMEM SOUSSE,Particulier,151-DA Adjoint Sousse 2,Avec compte,PREMIUMS ELITE,PR ELITE ACTIF EQUIPE,ACTIF,EQUIPE,District Grand Sahel,03/07/2023,DRC à numériser,CLT,
44200458,01515-HAMMEM SOUSSE,Particulier,151-DA Adjoint Sousse 2,Avec compte,ADULTES GRAND PUBLIC,G.PUBLIC ACTIF EQUIPE,ACTIF,EQUIPE,District Grand Sahel,03/08/2023,DRC Archivé,CLT,
44200533,01515-HAMMEM SOUSSE,Particulier,151-DA Adjoint Sousse 2,Avec compte,ADULTES GRAND PUBLIC,G.PUBLIC ACTIF EQUIPE,ACTIF,EQUIPE,District Grand Sahel,03/08/2023,DRC Archivé,CLT,
44200607,01515-HAMMEM SOUSSE,Particulier,151-DA Adjoint Sousse 2,Avec compte,ADULTES GRAND PUBLIC,G.PUBLIC ACTIF EQUIPE,ACTIF,EQUIPE,District Grand Sahel,27/02/2023,DRC Archivé,CLT,
44200681,01515-HAMMEM SOUSSE,Particulier,151-DA Adjoint Sousse 2,Avec compte,ADULTES GRAND PUBLIC,G.PUBLIC ACTIF EQUIPE,ACTIF,EQUIPE,District Grand Sahel,28/02/2023,DRC Archivé,CLT,
44200756,01515-HAMMEM SOUSSE,Particulier,151-DA Adjoint Sousse 2,Avec compte,ADULTES GRAND PUBLIC,G.PUBLIC INACTIF NON EQUIPE,INACTIF,NON EQUIPE,District Grand Sahel,03/01/2023,DRC Archivé,CLT,
44200830,01515-HAMMEM SOUSSE,Particulier,151-DA Adjoint Sousse 2,Avec compte,ADULTES GRAND PUBLIC,G.PUBLIC INACTIF NON EQUIPE,INACTIF,NON EQUIPE,District Grand Sahel,03/03/2023,DRC Archivé,CLT,
44200904,01515-HAMMEM SOUSSE,Particulier,151-DA Adjoint Sousse 2,Avec compte,ADULTES GRAND PUBLIC,G.PUBLIC ACTIF EQUIPE,ACTIF,EQUIPE,District Grand Sahel,03/03/2023,DRC Archivé,NON CLT,19/04/2024
44200979,01515-HAMMEM SOUSSE,Particulier,151-DA Adjoint Sousse 2,Avec compte,ADULTES GRAND PUBLIC,G.PUBLIC INACTIF NON EQUIPE,INACTIF,NON EQUIPE,District Grand Sahel,14/02/2023,DRC Archivé,CLT,
44201053,01515-HAMMEM SOUSSE,Particulier,151-DA Adjoint Sousse 2,Avec compte,ADULTES HAUTE GAMME,H.GAMME ACTIF EQUIPE,ACTIF,EQUIPE,District Grand Sahel,16/02/2023,DRC à numériser,CLT,
44201127,01515-HAMMEM SOUSSE,Particulier,151-DA Adjoint Sousse 2,Avec compte,ADULTES GRAND PUBLIC,G.PUBLIC INACTIF NON EQUIPE,INACTIF,NON EQUIPE,District Grand Sahel,21/02/2023,DRC Archivé,CLT,
44201202,01515-HAMMEM SOUSSE,Particulier,151-DA Adjoint Sousse 2,Avec compte,ADULTES GRAND PUBLIC,G.PUBLIC INACTIF NON EQUIPE,INACTIF,NON EQUIPE,District Grand Sahel,22/02/2023,DRC en cours de Validation,CLT,
44201276,01515-HAMMEM SOUSSE,Particulier,151-DA Adjoint Sousse 2,Avec compte,PREMIUMS ELITE,PR ELITE ACTIF NON EQUIPE,ACTIF,NON EQUIPE,District Grand Sahel,23/02/2023,DRC Archivé,CLT,
44201350,01515-HAMMEM SOUSSE,Particulier,151-DA Adjoint Sousse 2,Avec compte,ADULTES GRAND PUBLIC,G.PUBLIC INACTIF EQUIPE,INACTIF,EQUIPE,District Grand Sahel,23/02/2023,DRC Archivé,CLT,
44201425,01515-HAMMEM SOUSSE,Particulier,151-DA Adjoint Sousse 2,Avec compte,NON AFFECTE,NON AFFECTE,NON AFFECTE,NON AFFECTE,District Grand Sahel,02/06/2023,DRC Archivé,NON CLT,13/10/2023
44201499,01515-HAMMEM SOUSSE,Particulier,151-DA Adjoint Sousse 2,Avec compte,ADULTES GRAND PUBLIC,G.PUBLIC INACTIF NON EQUIPE,INACTIF,NON EQUIPE,District Grand Sahel,02/09/2023,DRC Archivé,CLT,
44201573,01515-HAMMEM SOUSSE,Particulier,151-DA Adjoint Sousse 2,Avec compte,ADULTES GRAND PUBLIC,G.PUBLIC ACTIF EQUIPE,ACTIF,EQUIPE,District Grand Sahel,13/02/2023,DRC Archivé,CLT,
44201648,01515-HAMMEM SOUSSE,Particulier,151-DA Adjoint Sousse 2,Avec compte,NON AFFECTE,NON AFFECTE,NON AFFECTE,NON AFFECTE,District Grand Sahel,27/01/2023,DRC Archivé,NON CLT,12/11/2023
44201722,01515-HAMMEM SOUSSE,Particulier,151-DA Adjoint Sousse 2,Avec compte,ADULTES HAUTE GAMME,H.GAMME ACTIF EQUIPE,ACTIF,EQUIPE,District Grand Sahel,31/01/2023,DRC Archivé,CLT,
44201796,01515-HAMMEM SOUSSE,Particulier,151-DA Adjoint Sousse 2,Avec compte,ADULTES GRAND PUBLIC,G.PUBLIC INACTIF NON EQUIPE,INACTIF,NON EQUIPE,District Grand Sahel,02/02/2023,DRC Archivé,CLT,
44201871,01515-HAMMEM SOUSSE,Particulier,151-DA Adjoint Sousse 2,Avec compte,PREMIUMS ELITE,PR ELITE ACTIF EQUIPE,ACTIF,EQUIPE,District Grand Sahel,20/01/2023,DRC Archivé,CLT,
44201945,01515-HAMMEM SOUSSE,Particulier,151-DA Adjoint Sousse 2,Avec compte,ADULTES GRAND PUBLIC,G.PUBLIC ACTIF EQUIPE,ACTIF,EQUIPE,District Grand Sahel,23/01/2023,DRC Archivé,CLT,
44202094,01515-HAMMEM SOUSSE,Particulier,151-DA Adjoint Sousse 2,Avec compte,ADULTES GRAND PUBLIC,G.PUBLIC INACTIF NON EQUIPE,INACTIF,NON EQUIPE,District Grand Sahel,27/05/2024,DRC Archivé,NON CLT,27/08/2024
44202242,01515-HAMMEM SOUSSE,Particulier,152-Chargé Clientèle 2 Sousse 2,Avec compte,ADULTES GRAND PUBLIC,G.PUBLIC INACTIF NON EQUIPE,INACTIF,NON EQUIPE,District Grand Sahel,13/11/2024,DRC Archivé,CLT,
44202391,01515-HAMMEM SOUSSE,Particulier,152-Chargé Clientèle 2 Sousse 2,Avec compte,JUNIOR,JUNIOR,NON AFFECTE,NON AFFECTE,District Grand Sahel,15/11/2024,DRC à numériser,CLT,
44202465,01515-HAMMEM SOUSSE,Particulier,152-Chargé Clientèle 2 Sousse 2,Avec compte,ADULTES GRAND PUBLIC,G.PUBLIC INACTIF EQUIPE,INACTIF,EQUIPE,District Grand Sahel,28/11/2024,DRC à numériser,CLT,
44202540,01515-HAMMEM SOUSSE,Particulier,152-Chargé Clientèle 2 Sousse 2,Avec compte,JUNIOR,JUNIOR,NON AFFECTE,NON AFFECTE,District Grand Sahel,15/11/2024,DRC à numériser,CLT,
44202614,01515-HAMMEM SOUSSE,Particulier,152-Chargé Clientèle 2 Sousse 2,Avec compte,ADULTES GRAND PUBLIC,G.PUBLIC INACTIF NON EQUIPE,INACTIF,NON EQUIPE,District Grand Sahel,29/05/2024,DRC à numériser,NON CLT,
44202688,01515-HAMMEM SOUSSE,Particulier,152-Chargé Clientèle 2 Sousse 2,Avec compte,ADULTES GRAND PUBLIC,G.PUBLIC INACTIF NON EQUIPE,INACTIF,NON EQUIPE,District Grand Sahel,14/11/2024,DRC à numériser,CLT,
44202763,01515-HAMMEM SOUSSE,Particulier,152-Chargé Clientèle 2 Sousse 2,Avec compte,ADULTES GRAND PUBLIC,G.PUBLIC INACTIF NON EQUIPE,INACTIF,NON EQUIPE,District Grand Sahel,25/02/2025,DRC en cours de Validation,CLT,
44202837,01515-HAMMEM SOUSSE,Particulier,152-Chargé Clientèle 2 Sousse 2,Avec compte,ADULTES GRAND PUBLIC,G.PUBLIC INACTIF NON EQUIPE,INACTIF,NON EQUIPE,District Grand Sahel,13/11/2024,DRC à numériser,NON CLT,25/03/2025
44202911,01515-HAMMEM SOUSSE,Particulier,152-Chargé Clientèle 2 Sousse 2,Avec compte,JUNIOR,JUNIOR,NON AFFECTE,NON AFFECTE,District Grand Sahel,13/11/2024,DRC à numériser,CLT,
44202986,01515-HAMMEM SOUSSE,Particulier,152-Chargé Clientèle 2 Sousse 2,Avec compte,ADULTES GRAND PUBLIC,G.PUBLIC INACTIF NON EQUIPE,INACTIF,NON EQUIPE,District Grand Sahel,11/11/2024,DRC à numériser,CLT,
44203060,01515-HAMMEM SOUSSE,Particulier,152-Chargé Clientèle 2 Sousse 2,Avec compte,ADULTES GRAND PUBLIC,G.PUBLIC INACTIF NON EQUIPE,INACTIF,NON EQUIPE,District Grand Sahel,11/06/2024,DRC à numériser,CLT,
44203134,01515-HAMMEM SOUSSE,Particulier,152-Chargé Clientèle 2 Sousse 2,Avec compte,ADULTES GRAND PUBLIC,G.PUBLIC INACTIF NON EQUIPE,INACTIF,NON EQUIPE,District Grand Sahel,26/04/2023,DRC Archivé,CLT,
44203209,01515-HAMMEM SOUSSE,Particulier,152-Chargé Clientèle 2 Sousse 2,Avec compte,ADULTES GRAND PUBLIC,G.PUBLIC INACTIF EQUIPE,INACTIF,EQUIPE,District Grand Sahel,24/04/2023,DRC Archivé,CLT,
44203283,01515-HAMMEM SOUSSE,Particulier,152-Chargé Clientèle 2 Sousse 2,Avec compte,NON AFFECTE,NON AFFECTE,NON AFFECTE,NON AFFECTE,District Grand Sahel,03/10/2023,DRC à numériser,NON CLT,
44203357,01515-HAMMEM SOUSSE,Particulier,152-Chargé Clientèle 2 Sousse 2,Avec compte,NON AFFECTE,NON AFFECTE,NON AFFECTE,NON AFFECTE,District Grand Sahel,03/10/2023,DRC à numériser,NON CLT,
44203432,01515-HAMMEM SOUSSE,Particulier,152-Chargé Clientèle 2 Sousse 2,Avec compte,ADULTES GRAND PUBLIC,G.PUBLIC ACTIF EQUIPE,ACTIF,EQUIPE,District Grand Sahel,13/03/2023,DRC Archivé,CLT,
44203506,01515-HAMMEM SOUSSE,Particulier,152-Chargé Clientèle 2 Sousse 2,Avec compte,NON AFFECTE,NON AFFECTE,NON AFFECTE,NON AFFECTE,District Grand Sahel,15/03/2023,DRC à numériser,NON CLT,
44203580,01515-HAMMEM SOUSSE,Particulier,152-Chargé Clientèle 2 Sousse 2,Avec compte,NON AFFECTE,NON AFFECTE,NON AFFECTE,NON AFFECTE,District Grand Sahel,15/03/2023,DRC à numériser,NON CLT,
44203655,01515-HAMMEM SOUSSE,Particulier,152-Chargé Clientèle 2 Sousse 2,Avec compte,PREMIUMS ELITE,PR ELITE INACTIF NON EQUIPE,INACTIF,NON EQUIPE,District Grand Sahel,03/09/2023,DRC à numériser,NON CLT,24/09/2024
44203729,01515-HAMMEM SOUSSE,Particulier,152-Chargé Clientèle 2 Sousse 2,Avec compte,NON AFFECTE,NON AFFECTE,NON AFFECTE,NON AFFECTE,District Grand Sahel,03/06/2023,DRC à numériser,NON CLT,
44203803,01515-HAMMEM SOUSSE,Particulier,152-Chargé Clientèle 2 Sousse 2,Avec compte,NON AFFECTE,NON AFFECTE,NON AFFECTE,NON AFFECTE,District Grand Sahel,20/02/2023,DRC à numériser,NON CLT,
44203878,01515-HAMMEM SOUSSE,Particulier,152-Chargé Clientèle 2 Sousse 2,Avec compte,NON AFFECTE,NON AFFECTE,NON AFFECTE,NON AFFECTE,District Grand Sahel,30/01/2023,DRC à numériser,NON CLT,
44203952,01515-HAMMEM SOUSSE,Particulier,152-Chargé Clientèle 2 Sousse 2,Avec compte,ADULTES GRAND PUBLIC,G.PUBLIC INACTIF NON EQUIPE,INACTIF,NON EQUIPE,District Grand Sahel,31/01/2023,DRC Archivé,CLT,
44204026,01515-HAMMEM SOUSSE,Particulier,152-Chargé Clientèle 2 Sousse 2,Avec compte,ADULTES GRAND PUBLIC,G.PUBLIC ACTIF EQUIPE,ACTIF,EQUIPE,District Grand Sahel,25/09/2023,DRC à numériser,CLT,
44204101,01515-HAMMEM SOUSSE,Particulier,152-Chargé Clientèle 2 Sousse 2,Avec compte,ADULTES GRAND PUBLIC,G.PUBLIC ACTIF NON EQUIPE,ACTIF,NON EQUIPE,District Grand Sahel,15/08/2023,DRC Archivé,CLT,
44204175,01515-HAMMEM SOUSSE,Particulier,152-Chargé Clientèle 2 Sousse 2,Avec compte,ADULTES GRAND PUBLIC,G.PUBLIC INACTIF EQUIPE,INACTIF,EQUIPE,District Grand Sahel,09/05/2023,DRC Archivé,CLT,
44204249,01515-HAMMEM SOUSSE,Particulier,152-Chargé Clientèle 2 Sousse 2,Avec compte,ADULTES GRAND PUBLIC,G.PUBLIC ACTIF NON EQUIPE,ACTIF,NON EQUIPE,District Grand Sahel,09/06/2023,DRC Archivé,CLT,
44204324,01515-HAMMEM SOUSSE,Particulier,152-Chargé Clientèle 2 Sousse 2,Avec compte,PREMIUMS ELITE,PR ELITE ACTIF NON EQUIPE,ACTIF,NON EQUIPE,District Grand Sahel,09/07/2023,DRC Archivé,CLT,
44204398,01515-HAMMEM SOUSSE,Particulier,152-Chargé Clientèle 2 Sousse 2,Avec compte,ADULTES GRAND PUBLIC,G.PUBLIC ACTIF NON EQUIPE,ACTIF,NON EQUIPE,District Grand Sahel,09/08/2023,DRC Archivé,CLT,
44204472,01515-HAMMEM SOUSSE,Particulier,152-Chargé Clientèle 2 Sousse 2,Avec compte,ADULTES GRAND PUBLIC,G.PUBLIC ACTIF EQUIPE,ACTIF,EQUIPE,District Grand Sahel,20/07/2023,DRC Archivé,CLT,
44204547,01515-HAMMEM SOUSSE,Particulier,152-Chargé Clientèle 2 Sousse 2,Avec compte,ADULTES GRAND PUBLIC,G.PUBLIC INACTIF EQUIPE,INACTIF,EQUIPE,District Grand Sahel,20/07/2023,DRC Archivé,CLT,
44204621,01515-HAMMEM SOUSSE,Particulier,152-Chargé Clientèle 2 Sousse 2,Avec compte,NON AFFECTE,NON AFFECTE,NON AFFECTE,NON AFFECTE,District Grand Sahel,08/11/2023,DRC à numériser,NON CLT,
44204695,01515-HAMMEM SOUSSE,Particulier,152-Chargé Clientèle 2 Sousse 2,Avec compte,JUNIOR,JUNIOR,NON AFFECTE,NON AFFECTE,District Grand Sahel,06/09/2023,DRC Archivé,CLT,
44204770,01515-HAMMEM SOUSSE,Particulier,152-Chargé Clientèle 2 Sousse 2,Avec compte,JUNIOR,JUNIOR,NON AFFECTE,NON AFFECTE,District Grand Sahel,06/09/2023,DRC Archivé,CLT,
44204844,01515-HAMMEM SOUSSE,Particulier,152-Chargé Clientèle 2 Sousse 2,Avec compte,JUNIOR,JUNIOR,NON AFFECTE,NON AFFECTE,District Grand Sahel,06/09/2023,DRC Archivé,CLT,
44204918,01515-HAMMEM SOUSSE,Particulier,152-Chargé Clientèle 2 Sousse 2,Avec compte,ADULTES GRAND PUBLIC,G.PUBLIC INACTIF NON EQUIPE,INACTIF,NON EQUIPE,District Grand Sahel,14/06/2023,DRC Archivé,CLT,
44204993,01515-HAMMEM SOUSSE,Particulier,152-Chargé Clientèle 2 Sousse 2,Avec compte,PREMIUMS FIRST,PR FIRST ACTIF NON EQUIPE,ACTIF,NON EQUIPE,District Grand Sahel,16/06/2023,DRC Archivé,CLT,
